repo,package_name,dependency_type,dependency,version_spec,min_version
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,parse5-htmlparser2-tree-adapter/node_modules/parse5,6.0.1,6.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,parse5-htmlparser2-tree-adapter/node_modules/parse5,6.0.1,6.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,parseurl,1.3.3,1.3.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,path-exists,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,path-exists,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,path-is-absolute,1.0.1,1.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,path-key,3.1.1,3.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,path-key,3.1.1,3.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,path-scurry,1.11.1,1.11.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,path-to-regexp,6.3.0,6.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,path-to-regexp,8.3.0,8.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,path-type,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,pathe,2.0.3,2.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,pathe,2.0.3,2.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,pathval,2.0.1,2.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,picocolors,1.1.1,1.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,picocolors,1.1.1,1.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,picomatch,2.3.1,2.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,picomatch,4.0.3,4.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,pkce-challenge,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,pkg-types,1.3.1,1.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,postcss,8.5.6,8.5.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,postcss,8.5.8,8.5.8
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,prelude-ls,1.2.1,1.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,prelude-ls,1.2.1,1.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,prettier,3.7.4,3.7.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,prettier,3.8.1,3.8.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,proxy-addr,2.0.7,2.0.7
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,punycode,2.3.1,2.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,punycode,2.3.1,2.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,qs,6.15.0,6.15.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,quansync,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,queue-microtask,1.2.3,1.2.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,range-parser,1.2.1,1.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,raw-body,3.0.2,3.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,readdirp,4.1.2,4.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,readdirp,4.1.2,4.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,reflect-metadata,0.2.2,0.2.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,require-directory,2.1.1,2.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,require-directory,2.1.1,2.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,require-from-string,2.0.2,2.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,resolve-from,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,resolve-pkg-maps,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,resolve-pkg-maps,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,rettime,0.7.0,0.7.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,reusify,1.1.0,1.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,rimraf,3.0.2,3.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,rimraf,5.0.10,5.0.10
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,rolldown,1.0.0-beta.8-commit.151352b,1.0.0-beta.8-commit.151352b
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,rolldown,1.0.0-beta.13-commit.024b632,1.0.0-beta.13-commit.024b632
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,rolldown-plugin-dts,0.9.11,0.9.11
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,rollup,4.59.0,4.59.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,rollup,4.59.0,4.59.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,router,2.2.0,2.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,run-parallel,1.2.0,1.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,safe-buffer,5.2.1,5.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,safer-buffer,2.1.2,2.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,semver,7.7.3,7.7.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,semver,7.7.4,7.7.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,send,1.2.1,1.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,serve-static,2.2.1,2.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,setprototypeof,1.2.0,1.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,shebang-command,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,shebang-command,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,shebang-regex,3.0.0,3.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,shebang-regex,3.0.0,3.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,side-channel,1.1.0,1.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,side-channel-list,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,side-channel-map,1.0.1,1.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,side-channel-weakmap,1.0.2,1.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,siginfo,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,siginfo,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,signal-exit,4.1.0,4.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,signal-exit,4.1.0,4.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,simple-wcswidth,1.1.2,1.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,sirv,3.0.2,3.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,skin-tone,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,skin-tone,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,slash,3.0.0,3.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,source-map-js,1.2.1,1.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,source-map-js,1.2.1,1.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,stackback,0.0.2,0.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,stackback,0.0.2,0.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,statuses,2.0.2,2.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,statuses,2.0.2,2.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,std-env,3.10.0,3.10.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,std-env,3.10.0,3.10.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,strict-event-emitter,0.5.1,0.5.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,string-width,4.2.3,4.2.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,string-width,4.2.3,4.2.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,string-width-cjs,4.2.3,4.2.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,string-width-cjs/node_modules/ansi-regex,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,string-width-cjs/node_modules/strip-ansi,6.0.1,6.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,string-width/node_modules/ansi-regex,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,string-width/node_modules/strip-ansi,6.0.1,6.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,strip-ansi,6.0.1,6.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,strip-ansi,7.2.0,7.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,strip-ansi-cjs,6.0.1,6.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,strip-ansi-cjs/node_modules/ansi-regex,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,strip-ansi/node_modules/ansi-regex,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,strip-json-comments,3.1.1,3.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,strip-literal,3.1.0,3.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,supports-color,7.2.0,7.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,supports-color,7.2.0,7.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,supports-hyperlinks,3.2.0,3.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,supports-hyperlinks,3.2.0,3.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tagged-tag,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,text-table,0.2.0,0.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,thenify,3.3.1,3.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,thenify,3.3.1,3.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,thenify-all,1.6.0,1.6.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,thenify-all,1.6.0,1.6.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinybench,2.9.0,2.9.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinybench,2.9.0,2.9.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinyexec,1.0.2,1.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinyexec,0.3.2,0.3.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinyglobby,0.2.15,0.2.15
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinyglobby,0.2.15,0.2.15
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinyglobby/node_modules/fdir,6.5.0,6.5.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinyglobby/node_modules/picomatch,4.0.3,4.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinypool,1.1.1,1.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinyrainbow,3.0.3,3.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinyrainbow,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tinyspy,4.0.4,4.0.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tldts,7.0.19,7.0.19
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tldts-core,7.0.19,7.0.19
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,to-regex-range,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,toidentifier,1.0.1,1.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,totalist,3.0.1,3.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tough-cookie,6.0.0,6.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ts-api-utils,1.4.3,1.4.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ts-api-utils,2.4.0,2.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ts-expose-internals-conditionally,1.0.0-empty.0,1.0.0-empty.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ts-expose-internals-conditionally,1.0.0-empty.0,1.0.0-empty.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tsdown,0.9.9,0.9.9
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tsdown,0.2.17,0.2.17
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tslib,2.8.1,2.8.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tslib,2.8.1,2.8.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,tsx,4.21.0,4.21.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,type-check,0.4.0,0.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,type-check,0.4.0,0.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,type-fest,0.20.2,0.20.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,type-is,2.0.1,2.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,typescript,5.9.3,5.9.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,typescript,5.9.3,5.9.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,typescript-eslint,8.56.1,8.56.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ufo,1.6.3,1.6.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unconfig,7.4.2,7.4.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unconfig,0.6.1,0.6.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unconfig-core,7.4.2,7.4.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,undici-types,6.21.0,6.21.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,undici-types,6.21.0,6.21.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unicode-emoji-modifier-base,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unicode-emoji-modifier-base,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unpipe,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unplugin,2.3.11,2.3.11
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unplugin,1.16.1,1.16.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unplugin-isolated-decl,0.6.8,0.6.8
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unplugin-lightningcss,0.3.3,0.3.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unplugin-unused,0.2.3,0.2.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,unplugin/node_modules/picomatch,4.0.3,4.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,until-async,3.0.2,3.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,uri-js,4.4.1,4.4.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,uri-js,4.4.1,4.4.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,uuid,11.1.0,11.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,valibot,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,validate-npm-package-name,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,validate-npm-package-name,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,vary,1.1.2,1.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,vite,7.3.1,7.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,vite,7.3.1,7.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,vite-node,3.2.4,3.2.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,vite/node_modules/fdir,6.5.0,6.5.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,vite/node_modules/picomatch,4.0.3,4.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,vitest,4.0.18,4.0.18
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,vitest,3.2.4,3.2.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,vitest/node_modules/picomatch,4.0.3,4.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,web-streams-polyfill,3.3.3,3.3.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,webpack-virtual-modules,0.6.2,0.6.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,webpack-virtual-modules,0.6.2,0.6.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,which,2.0.2,2.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,which,2.0.2,2.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,why-is-node-running,2.3.0,2.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,why-is-node-running,2.3.0,2.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,word-wrap,1.2.5,1.2.5
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,word-wrap,1.2.5,1.2.5
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrap-ansi,6.2.0,6.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrap-ansi,8.1.0,8.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrap-ansi-cjs,7.0.0,7.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrap-ansi-cjs/node_modules/ansi-regex,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrap-ansi-cjs/node_modules/ansi-styles,4.3.0,4.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrap-ansi-cjs/node_modules/strip-ansi,6.0.1,6.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrap-ansi/node_modules/ansi-styles,6.2.3,6.2.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrap-ansi/node_modules/emoji-regex,9.2.2,9.2.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrap-ansi/node_modules/string-width,5.1.2,5.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrappy,1.0.2,1.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,wrappy,1.0.2,1.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,y18n,5.0.8,5.0.8
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,y18n,5.0.8,5.0.8
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,yargs,16.2.0,16.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,yargs,16.2.0,16.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,yargs-parser,20.2.9,20.2.9
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,yargs-parser,20.2.9,20.2.9
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,yocto-queue,0.1.0,0.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,yocto-queue,0.1.0,0.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,yoctocolors-cjs,2.1.3,2.1.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,zod,4.3.5,4.3.5
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,zod,4.3.6,4.3.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,zod-to-json-schema,3.25.1,3.25.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,aiohappyeyeballs,2.6.1,2.6.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,aiohttp,3.13.3,3.13.3
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,aiohttp-retry,2.9.1,2.9.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,aiosignal,1.4.0,1.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,alembic,1.18.2,1.18.2
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,annotated-doc,0.0.4,0.0.4
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,annotated-types,0.7.0,0.7.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,anyio,4.12.1,4.12.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,async-timeout,4.0.3,4.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,attrs,25.4.0,25.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,backports-asyncio-runner,1.2.0,1.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,blinker,1.9.0,1.9.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,cachetools,6.2.6,6.2.6
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,certifi,2026.1.4,2026.1.4
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,cffi,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,charset-normalizer,3.4.4,3.4.4
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,click,8.3.1,8.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,cloudpickle,3.1.2,3.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,colorama,0.4.6,0.4.6
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,contourpy,1.3.2,1.3.2
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,contourpy,1.3.3,1.3.3
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,cryptography,46.0.4,46.0.4
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,cycler,0.12.1,0.12.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,databricks-ai-bridge,0.12.0,0.12.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,databricks-connect,16.1.7,16.1.7
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,databricks-connect,17.0.10,17.0.10
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,databricks-langchain,0.13.0,0.13.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,databricks-mcp,0.7.0,0.7.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,databricks-openai,0.9.0,0.9.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,databricks-sdk,0.81.0,0.81.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,databricks-vectorsearch,0.64,
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,dataclasses-json,0.6.7,0.6.7
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,deprecation,2.1.0,2.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,distro,1.9.0,1.9.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,docker,7.1.0,7.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,exceptiongroup,1.3.1,1.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,fastapi,0.128.0,0.128.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,flask,3.1.2,3.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,flask-cors,6.0.2,6.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,fonttools,4.61.1,4.61.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,frozenlist,1.8.0,1.8.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,gitdb,4.0.12,4.0.12
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,gitpython,3.1.46,3.1.46
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,google-auth,2.48.0,2.48.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,googleapis-common-protos,1.72.0,1.72.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,graphene,3.4.3,3.4.3
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,graphql-core,3.2.7,3.2.7
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,graphql-relay,3.2.0,3.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,greenlet,3.3.1,3.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,griffe,1.15.0,1.15.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,grpcio,1.76.0,1.76.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,grpcio-status,1.76.0,1.76.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,gunicorn,23.0.0,23.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,h11,0.16.0,0.16.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,httpcore,1.0.9,1.0.9
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,httpx,0.28.1,0.28.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,httpx-sse,0.4.3,0.4.3
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,huey,2.6.0,2.6.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,idna,3.11,
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,importlib-metadata,8.7.1,8.7.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,iniconfig,2.3.0,2.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,itsdangerous,2.2.0,2.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,jinja2,3.1.6,3.1.6
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,jiter,0.12.0,0.12.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,joblib,1.5.3,1.5.3
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,jsonpatch,1.33,
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,jsonpointer,3.0.0,3.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,jsonschema,4.26.0,4.26.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,jsonschema-specifications,2025.9.1,2025.9.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,kiwisolver,1.4.9,1.4.9
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,langchain,1.2.7,1.2.7
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,langchain-classic,1.0.1,1.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,langchain-community,0.4.1,0.4.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,langchain-core,1.2.7,1.2.7
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,langchain-mcp-adapters,0.2.1,0.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,langchain-text-splitters,1.1.0,1.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,langgraph,1.0.7,1.0.7
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,langgraph-checkpoint,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-pypi,langgraph-checkpoint-postgres,3.0.3,3.0.3
