repo,package_name,dependency_type,dependency,version_spec,min_version
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,es-object-atoms,1.1.1,1.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,esbuild,0.27.2,0.27.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,esbuild,0.27.3,0.27.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,escalade,3.2.0,3.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,escalade,3.2.0,3.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,escape-html,1.0.3,1.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,escape-string-regexp,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,escape-string-regexp,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint,8.57.1,8.57.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint,10.0.2,10.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint-config-prettier,9.1.2,9.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint-scope,7.2.2,7.2.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint-scope,9.1.1,9.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint-visitor-keys,3.4.3,3.4.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint-visitor-keys,5.0.1,5.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint/node_modules/ajv,6.14.0,6.14.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint/node_modules/brace-expansion,1.1.12,1.1.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint/node_modules/json-schema-traverse,0.4.1,0.4.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eslint/node_modules/minimatch,3.1.5,3.1.5
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,espree,9.6.1,9.6.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,espree,11.1.1,11.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,esquery,1.7.0,1.7.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,esquery,1.7.0,1.7.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,esrecurse,4.3.0,4.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,esrecurse,4.3.0,4.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,estraverse,5.3.0,5.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,estraverse,5.3.0,5.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,estree-walker,3.0.3,3.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,estree-walker,2.0.2,2.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,esutils,2.0.3,2.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,esutils,2.0.3,2.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,etag,1.8.1,1.8.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eventemitter3,4.0.7,4.0.7
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eventsource,3.0.7,3.0.7
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eventsource-parser,3.0.6,3.0.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,eventsource-parser,3.0.6,3.0.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,expect-type,1.3.0,1.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,expect-type,1.3.0,1.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,express,5.2.1,5.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,express-rate-limit,8.2.1,8.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,extend,3.0.2,3.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,extended-eventsource,1.7.0,1.7.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fast-deep-equal,3.1.3,3.1.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fast-deep-equal,3.1.3,3.1.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fast-glob,3.3.3,3.3.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fast-glob/node_modules/glob-parent,5.1.2,5.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fast-json-stable-stringify,2.1.0,2.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fast-json-stable-stringify,2.1.0,2.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fast-levenshtein,2.0.6,2.0.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fast-levenshtein,2.0.6,2.0.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fast-uri,3.1.0,3.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fastq,1.20.1,1.20.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fdir,6.5.0,6.5.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fetch-blob,3.2.0,3.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fflate,0.8.2,0.8.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fflate,0.8.2,0.8.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,file-entry-cache,6.0.1,6.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,file-entry-cache,8.0.0,8.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fill-range,7.1.1,7.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,finalhandler,2.1.1,2.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,find-up,5.0.0,5.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,find-up,5.0.0,5.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,flat-cache,3.2.0,3.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,flat-cache,4.0.1,4.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,flatted,3.3.3,3.3.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,flatted,3.3.4,3.3.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,foreground-child,3.3.1,3.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,formdata-polyfill,4.0.10,4.0.10
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,forwarded,0.2.0,0.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fresh,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fs.realpath,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fsevents,2.3.3,2.3.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,fsevents,2.3.3,2.3.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,function-bind,1.1.2,1.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,gaxios,7.1.3,7.1.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,gcp-metadata,8.1.2,8.1.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,get-caller-file,2.0.5,2.0.5
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,get-caller-file,2.0.5,2.0.5
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,get-intrinsic,1.3.0,1.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,get-proto,1.0.1,1.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,get-tsconfig,4.13.0,4.13.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,get-tsconfig,4.13.6,4.13.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,glob,7.2.3,7.2.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,glob,10.5.0,10.5.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,glob-parent,6.0.2,6.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,glob-parent,6.0.2,6.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,glob/node_modules/balanced-match,1.0.2,1.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,glob/node_modules/brace-expansion,1.1.12,1.1.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,glob/node_modules/brace-expansion,2.0.2,2.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,glob/node_modules/minimatch,3.1.5,3.1.5
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,glob/node_modules/minimatch,9.0.9,9.0.9
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,globals,13.24.0,13.24.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,globby,11.1.0,11.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,google-auth-library,10.6.1,10.6.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,google-logging-utils,1.1.3,1.1.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,gopd,1.2.0,1.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,graphemer,1.4.0,1.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,graphql,16.12.0,16.12.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,has-flag,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,has-flag,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,has-symbols,1.1.0,1.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,hasown,2.0.2,2.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,headers-polyfill,4.0.3,4.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,highlight.js,10.7.3,10.7.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,highlight.js,10.7.3,10.7.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,hono,4.12.5,4.12.5
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,hookable,5.5.3,5.5.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,html-escaper,2.0.2,2.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,http-errors,2.0.1,2.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,https-proxy-agent,7.0.6,7.0.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,iconv-lite,0.7.2,0.7.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ignore,5.3.2,5.3.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ignore,5.3.2,5.3.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,import-fresh,3.3.1,3.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx,0.5.2,0.5.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/aix-ppc64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/android-arm,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/android-arm64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/android-x64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/darwin-arm64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/darwin-x64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/freebsd-arm64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/freebsd-x64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/linux-arm,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/linux-arm64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/linux-ia32,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/linux-loong64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/linux-mips64el,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/linux-ppc64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/linux-riscv64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/linux-s390x,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/linux-x64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/netbsd-arm64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/netbsd-x64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/openbsd-arm64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/openbsd-x64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/openharmony-arm64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/sunos-x64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/win32-arm64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/win32-ia32,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/@esbuild/win32-x64,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,importx/node_modules/esbuild,0.25.12,0.25.12
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,imurmurhash,0.1.4,0.1.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,imurmurhash,0.1.4,0.1.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,inflight,1.0.6,1.0.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,inherits,2.0.4,2.0.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,inherits,2.0.4,2.0.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ini,6.0.0,6.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ip-address,10.0.1,10.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ipaddr.js,1.9.1,1.9.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-extglob,2.1.1,2.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-extglob,2.1.1,2.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-fullwidth-code-point,3.0.0,3.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-fullwidth-code-point,3.0.0,3.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-glob,4.0.3,4.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-glob,4.0.3,4.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-network-error,1.3.1,1.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-node-process,1.2.0,1.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-number,7.0.0,7.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-path-inside,3.0.3,3.0.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,is-promise,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,isexe,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,isexe,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,istanbul-lib-coverage,3.2.2,3.2.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,istanbul-lib-report,3.0.1,3.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,istanbul-reports,3.2.0,3.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,jackspeak,3.4.3,3.4.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,jiti,2.6.1,2.6.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,jiti,2.6.1,2.6.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,jose,6.1.3,6.1.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,js-tiktoken,1.0.21,1.0.21
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,js-tokens,9.0.1,9.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,js-tokens,9.0.1,9.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,js-yaml,4.1.1,4.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,jsesc,3.1.0,3.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-bigint,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-buffer,3.0.1,3.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-buffer,3.0.1,3.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-schema,0.4.0,0.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-schema,0.4.0,0.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-schema-traverse,0.4.1,0.4.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-schema-traverse,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-schema-typed,8.0.2,8.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-stable-stringify-without-jsonify,1.0.1,1.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,json-stable-stringify-without-jsonify,1.0.1,1.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,jwa,2.0.1,2.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,jws,4.0.1,4.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,keyv,4.5.4,4.5.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,keyv,4.5.4,4.5.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,langchain,1.2.29,1.2.29
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,langsmith,0.5.7,0.5.7
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,langsmith/node_modules/chalk,5.6.2,5.6.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,langsmith/node_modules/uuid,10.0.0,10.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,levn,0.4.1,0.4.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,levn,0.4.1,0.4.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-android-arm64,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-darwin-arm64,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-darwin-x64,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-freebsd-x64,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-linux-arm-gnueabihf,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-linux-arm64-gnu,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-linux-arm64-musl,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-linux-x64-gnu,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-linux-x64-musl,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-win32-arm64-msvc,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lightningcss-win32-x64-msvc,1.30.2,1.30.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,load-tsconfig,0.2.5,0.2.5
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,locate-path,6.0.0,6.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,locate-path,6.0.0,6.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lodash.merge,4.6.2,4.6.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,loupe,3.2.1,3.2.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,lru-cache,10.4.3,10.4.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,magic-string,0.30.21,0.30.21
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,magic-string,0.30.21,0.30.21
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,magicast,0.5.1,0.5.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,make-dir,4.0.0,4.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,marked,9.1.6,9.1.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,marked,9.1.6,9.1.6
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,marked-terminal,7.3.0,7.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,marked-terminal,7.3.0,7.3.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,marked-terminal/node_modules/chalk,5.6.2,5.6.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,marked-terminal/node_modules/chalk,5.6.2,5.6.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,math-intrinsics,1.1.0,1.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,media-typer,1.1.0,1.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,merge-descriptors,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,merge2,1.4.1,1.4.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,micromatch,4.0.8,4.0.8
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,mime-db,1.54.0,1.54.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,mime-types,3.0.2,3.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,minimatch,9.0.9,9.0.9
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,minimatch,10.2.4,10.2.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,minipass,7.1.3,7.1.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,mlly,1.8.1,1.8.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,mrmime,2.0.1,2.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ms,2.1.3,2.1.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,ms,2.1.3,2.1.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,msw,2.12.7,2.12.7
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,msw/node_modules/cliui,8.0.1,8.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,msw/node_modules/type-fest,5.3.1,5.3.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,msw/node_modules/wrap-ansi,7.0.0,7.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,msw/node_modules/yargs,17.7.2,17.7.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,msw/node_modules/yargs-parser,21.1.1,21.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,mustache,4.2.0,4.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,mute-stream,2.0.0,2.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,mz,2.7.0,2.7.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,mz,2.7.0,2.7.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,nanoid,3.3.11,3.3.11
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,nanoid,3.3.11,3.3.11
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,natural-compare,1.4.0,1.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,natural-compare,1.4.0,1.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,negotiator,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,node-domexception,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,node-emoji,2.2.0,2.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,node-emoji,2.2.0,2.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,node-fetch,3.3.2,3.3.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,object-assign,4.1.1,4.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,object-assign,4.1.1,4.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,object-inspect,1.13.4,1.13.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,obug,2.1.1,2.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,on-finished,2.4.1,2.4.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,once,1.4.0,1.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,once,1.4.0,1.4.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,optionator,0.9.4,0.9.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,optionator,0.9.4,0.9.4
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,outvariant,1.4.3,1.4.3
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,oxc-parser,0.34.0,0.34.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,oxc-resolver,9.0.2,9.0.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,oxc-transform,0.67.0,0.67.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,p-finally,1.0.0,1.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,p-limit,3.1.0,3.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,p-limit,3.1.0,3.1.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,p-locate,5.0.0,5.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,p-locate,5.0.0,5.0.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,p-queue,6.6.2,6.6.2
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,p-retry,7.1.1,7.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,p-timeout,3.2.0,3.2.0
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,package-json-from-dist,1.0.1,1.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,parent-module,1.0.1,1.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,parse5,5.1.1,5.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,parse5,5.1.1,5.1.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,parse5-htmlparser2-tree-adapter,6.0.1,6.0.1
databricks-ai-bridge,databricks-ai-bridge,transitive-npm,parse5-htmlparser2-tree-adapter,6.0.1,6.0.1
